country,equipment_type,destroyed,abandoned,captured,damaged,type_total,date_recorded,destroyed_diff,abandoned_diff,captured_diff,damaged_diff,type_total_diff,destroyed_diff_diff,abandoned_diff_diff,captured_diff_diff,damaged_diff_diff,type_total_diff_diff
Ukraine,Self-Propelled Artillery,360,0,24,73,457,2025-01-31,5,0,0,0,5,0,0,0,0,0
Ukraine,Self-Propelled Artillery,363,0,24,73,460,2025-02-11,3,0,0,0,3,0,0,0,0,0
Ukraine,Self-Propelled Artillery,366,0,24,73,463,2025-02-12,3,0,0,0,3,0,0,0,0,0
Ukraine,Self-Propelled Artillery,369,0,24,73,466,2025-02-16,3,0,0,0,3,0,0,0,0,0
Ukraine,Self-Propelled Artillery,371,0,24,73,468,2025-02-18,2,0,0,0,2,0,0,0,0,0
Ukraine,Self-Propelled Artillery,374,0,24,73,471,2025-02-21,3,0,0,0,3,0,0,0,0,0
Ukraine,Self-Propelled Artillery,375,0,24,73,472,2025-02-23,1,0,0,0,1,0,0,0,0,0
Ukraine,Self-Propelled Artillery,376,0,24,73,473,2025-02-24,1,0,0,0,1,0,0,0,0,0
Ukraine,"Surface-To-Air Missile Systems
",140,1,6,19,166,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Tanks,661,70,138,75,944,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Tanks,665,70,138,75,948,2024-10-06,4,0,0,0,4,0,0,0,0,0
Ukraine,Tanks,668,69,139,75,951,2024-10-09,3,-1,1,0,3,0,0,0,0,0
Ukraine,Tanks,678,70,139,75,962,2024-10-22,10,1,0,0,11,0,0,0,0,0
Ukraine,Tanks,680,70,139,75,964,2024-10-27,2,0,0,0,2,0,0,0,0,0
Ukraine,Tanks,681,70,139,75,965,2024-11-02,1,0,0,0,1,0,0,0,0,0
Ukraine,Tanks,683,70,139,75,967,2024-11-05,2,0,0,0,2,0,0,0,0,0
Ukraine,Tanks,685,71,139,75,970,2024-11-11,2,1,0,0,3,0,0,0,0,0
Ukraine,Tanks,687,71,140,75,973,2024-11-14,2,0,1,0,3,0,0,0,0,0
Ukraine,Tanks,688,71,140,75,974,2024-11-17,1,0,0,0,1,0,0,0,0,0
Ukraine,Tanks,689,71,140,76,976,2024-11-20,1,0,0,1,2,0,0,0,0,0
Ukraine,Tanks,690,71,140,77,978,2024-11-23,1,0,0,1,2,0,0,0,0,0
Ukraine,Tanks,692,71,140,77,980,2024-11-27,2,0,0,0,2,0,0,0,0,0
Ukraine,Tanks,700,74,140,77,991,2024-12-09,8,3,0,0,11,0,0,0,0,0
Ukraine,Tanks,703,75,140,77,995,2024-12-12,3,1,0,0,4,0,0,0,0,0
Ukraine,Tanks,711,77,140,78,1006,2024-12-16,8,2,0,1,11,0,0,0,0,0
Ukraine,Tanks,713,74,141,78,1006,2024-12-20,2,-3,1,0,0,0,0,0,0,0
Ukraine,Tanks,715,74,141,78,1008,2024-12-23,2,0,0,0,2,0,0,0,0,0
Ukraine,Tanks,719,74,141,78,1012,2024-12-26,4,0,0,0,4,0,0,0,0,0
Ukraine,Tanks,722,74,141,78,1015,2024-12-31,3,0,0,0,3,0,0,0,0,0
Ukraine,Tanks,733,77,141,78,1029,2025-01-07,11,3,0,0,14,0,0,0,0,0
Ukraine,Tanks,735,79,141,78,1033,2025-01-10,2,2,0,0,4,0,0,0,0,0
Ukraine,Tanks,737,80,141,78,1036,2025-01-13,2,1,0,0,3,0,0,0,0,0
Ukraine,Tanks,739,79,141,78,1037,2025-01-16,2,-1,0,0,1,0,0,0,0,0
Ukraine,Tanks,740,79,141,78,1038,2025-01-19,1,0,0,0,1,0,0,0,0,0
Ukraine,Tanks,743,81,141,78,1043,2025-01-22,3,2,0,0,5,0,0,0,0,0
Ukraine,Tanks,746,82,141,78,1047,2025-01-25,3,1,0,0,4,0,0,0,0,0
Ukraine,Tanks,758,83,141,78,1060,2025-01-31,12,1,0,0,13,0,0,0,0,0
Ukraine,Tanks,758,84,140,78,1060,2025-02-02,0,1,-1,0,0,0,0,0,0,0
Ukraine,Tanks,759,84,140,79,1062,2025-02-11,1,0,0,1,2,0,0,0,0,0
Ukraine,Tanks,767,84,140,79,1070,2025-02-12,8,0,0,0,8,0,0,0,0,0
Ukraine,Tanks,766,84,140,79,1069,2025-02-16,-1,0,0,0,-1,0,0,0,0,0
Ukraine,Tanks,769,84,140,79,1072,2025-02-18,3,0,0,0,3,0,0,0,0,0
Ukraine,Tanks,773,86,140,79,1078,2025-02-21,4,2,0,0,6,0,0,0,0,0
Ukraine,Tanks,774,86,140,79,1079,2025-02-23,1,0,0,0,1,0,0,0,0,0
Ukraine,Tanks,775,86,140,79,1080,2025-02-24,1,0,0,0,1,0,0,0,0,0
Ukraine,Towed Artillery,129,2,18,75,224,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Towed Artillery,132,2,18,75,227,2024-10-22,3,0,0,0,3,0,0,0,0,0
Ukraine,Towed Artillery,133,2,18,75,228,2024-12-03,1,0,0,0,1,0,0,0,0,0
Ukraine,Towed Artillery,134,2,18,75,229,2024-12-23,1,0,0,0,1,0,0,0,0,0
Ukraine,Towed Artillery,134,3,18,75,230,2025-01-19,0,1,0,0,1,0,0,0,0,0
Ukraine,Towed Artillery,135,3,18,75,231,2025-01-22,1,0,0,0,1,0,0,0,0,0
Ukraine,Towed Artillery,137,3,18,75,233,2025-02-21,2,0,0,0,2,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",736,15,183,29,963,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",742,15,183,29,969,2024-10-02,6,0,0,0,6,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",744,15,183,30,972,2024-10-06,2,0,0,1,3,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",745,15,183,30,973,2024-10-09,1,0,0,0,1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",753,15,183,31,982,2024-10-22,8,0,0,1,9,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",754,15,183,31,983,2024-10-24,1,0,0,0,1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",756,15,183,31,985,2024-10-27,2,0,0,0,2,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",757,15,183,31,986,2024-10-30,1,0,0,0,1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",766,15,183,31,995,2024-11-02,9,0,0,0,9,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",770,15,183,31,999,2024-11-05,4,0,0,0,4,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",770,15,183,30,998,2024-11-10,0,0,0,-1,-1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",774,15,183,30,1002,2024-11-11,4,0,0,0,4,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",778,15,183,30,1006,2024-11-17,4,0,0,0,4,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",783,15,183,30,1011,2024-11-20,5,0,0,0,5,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",784,15,183,30,1012,2024-11-21,1,0,0,0,1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",782,15,183,30,1010,2024-11-27,-2,0,0,0,-2,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",786,15,186,30,1017,2024-12-03,4,0,3,0,7,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",791,15,190,30,1026,2024-12-09,5,0,4,0,9,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",793,15,190,30,1028,2024-12-12,2,0,0,0,2,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",793,15,188,30,1026,2024-12-20,0,0,-2,0,-2,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",797,15,189,30,1031,2024-12-23,4,0,1,0,5,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",801,15,190,30,1036,2024-12-26,4,0,1,0,5,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",802,15,190,30,1037,2024-12-29,1,0,0,0,1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",803,16,190,30,1039,2024-12-31,1,1,0,0,2,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",804,16,190,30,1040,2025-01-07,1,0,0,0,1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",810,16,190,30,1046,2025-01-10,6,0,0,0,6,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",813,16,191,30,1050,2025-01-16,3,0,1,0,4,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",814,16,191,30,1051,2025-01-19,1,0,0,0,1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",820,16,190,31,1057,2025-01-22,6,0,-1,1,6,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",823,16,190,31,1060,2025-01-31,3,0,0,0,3,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",824,16,190,31,1061,2025-02-02,1,0,0,0,1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",828,16,190,31,1065,2025-02-11,4,0,0,0,4,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",833,16,192,31,1072,2025-02-12,5,0,2,0,7,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",832,16,192,31,1071,2025-02-16,-1,0,0,0,-1,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",835,16,196,31,1078,2025-02-21,3,0,4,0,7,0,0,0,0,0
Ukraine,"Trucks, Vehicles, and Jeeps",836,16,196,32,1080,2025-02-24,1,0,0,1,2,0,0,0,0,0
Ukraine,Unmanned Combat Aerial Vehicles,26,0,1,0,27,2024-09-30,0,0,0,0,0,0,0,0,0,0
Ukraine,Unmanned Combat Aerial Vehicles,27,0,1,0,28,2024-11-11,1,0,0,0,1,0,0,0,0,0
Ukraine,Unmanned Combat Aerial Vehicles,28,0,1,0,29,2025-01-22,1,0,0,0,1,0,0,0,0,0
Ukraine,Unmanned Ground Vehicles,1,0,0,0,1,2024-09-30,0,0,0,0,0,0,0,0,0,0
